question	answer	category	explanation	formula_id	variables	related_questions
分散型電源のFRT機能の目的を説明せよ。	事故時の一時的な電圧・周波数低下でも、規定範囲内なら分散型電源が運転を継続する機能である。多数電源の一斉解列による需給悪化と電圧・周波数の連鎖的低下を防ぐ。	電力管理論説	再エネ大量連系時の系統要件を問う問題で使う。問題文では「FRT、運転継続、一斉解列、事故時」が手掛かりとなる。答案には「Fault Ride Through、事故波及防止、連系要件」を入れる。単独運転を継続する機能ではなく系統事故を乗り越える機能。出題例：R04 電力・管理 問5。	essay_power_103	""	""
分散型電源の単独運転を防止する理由と検出方法を説明せよ。	系統電源が停電した区間へ分散型電源だけが給電を続けると、保守者の感電、再閉路時の非同期投入及び電圧・周波数逸脱を招く。電圧・周波数変化等の受動方式と能動信号注入方式で検出し解列する。	電力管理論説	系統連系保護を問う問題で使う。問題文では「単独運転、感電、再閉路、能動方式」が手掛かりとなる。答案には「受動検出、能動検出、解列」を入れる。FRTによる事故時運転継続との協調が必要。出題例：R03 電力・管理 問4。	essay_power_104	""	""
再生可能エネルギー大量導入時の系統課題を三つ答えよ。	第一に出力変動と予測誤差により需給・周波数調整量が増える。第二に同期機減少で慣性と短絡容量が低下する。第三に配電系統の逆潮流で電圧上昇や保護協調の課題が生じる。	電力管理論説	再エネ連系の総合論説を問う問題で使う。問題文では「出力変動、慣性、短絡容量、逆潮流」が手掛かりとなる。答案には「調整力、周波数、電圧、保護協調」を入れる。環境上の利点ではなく系統運用上の課題を三つ答える。出題例：R04 電力・管理 問5、R06 電力・管理 問6。	essay_power_105	""	""
再生可能エネルギーの出力変動へ対応する方策を三つ答えよ。	需要・発電予測を高度化する、火力・水力・蓄電池・需要応答で調整力を確保する、地域間連系線で変動を平滑化する、の三つである。必要な予備力を時間帯別に確保する。	電力管理論説	変動電源の運用対策を問う問題で使う。問題文では「予測、調整力、蓄電池、連系線」が手掛かりとなる。答案には「予備力、需要応答、平滑化」を入れる。出力抑制だけに依存せず複数時間領域の対策を示す。出題例：R04 電力・管理 問5、R07 電力・管理 問6。	essay_power_106	""	""
再生可能エネルギーの出力抑制が必要となる条件を説明せよ。	需要が小さく再エネ出力が大きいとき、火力最低出力、揚水・蓄電池、連系線活用等を尽くしても供給が需要を上回る場合に実施する。需給一致と周波数維持のため、定められた優先給電ルールに従い抑制する。	電力管理論説	需給運用と再エネ抑制を問う問題で使う。問題文では「需要小、供給過剰、最低出力、優先給電」が手掛かりとなる。答案には「需給一致、周波数維持、出力制御」を入れる。電圧上昇対策としての局所出力制御とは目的が異なる。出題例：R04 電力・管理 問5、R07 電力・管理 問6。	essay_power_107	""	""
単相3線式が単相2線式より配電用銅量を節約できる理由を説明せよ。	同じ最大使用電圧と送電損失で比較すると、単相3線式は外線間で二倍の電圧を利用でき、平衡負荷時の中性線電流は零となる。したがって必要導体断面積と銅量を小さくできる。	電力管理論説	低圧配電方式の比較を問う問題で使う。問題文では「単相3線式、外線間電圧、中性線、銅量」が手掛かりとなる。答案には「電圧二倍、平衡負荷、導体節約」を入れる。同じ対地電圧を基準に比較する。出題例：R02 電力・管理 問4。	essay_power_108	""	""
単相3線式で中性線が断線すると負荷電圧が不平衡になる理由を説明せよ。	中性線断線後は二つの100 V負荷が外線間へ直列接続された状態となり、各負荷電圧はインピーダンス比で分圧される。負荷が不平衡なら軽負荷側が過電圧、重負荷側が低電圧となる。	電力管理論説	中性線欠相事故を問う問題で使う。問題文では「中性線断線、直列回路、分圧、過電圧」が手掛かりとなる。答案には「負荷不平衡、軽負荷側、機器損傷」を入れる。抵抗の大きい軽負荷側の電圧が高くなる。出題例：R02 電力・管理 問4。	essay_power_109	""	""
単相3線式のバランサの目的を説明せよ。	バランサは単相変圧器の中点を利用して両側負荷の不平衡電流を補償し、中性点電位の偏移を抑える。これにより各100 V回路の電圧不平衡を小さくする。	電力管理論説	単相3線式の電圧平衡を問う問題で使う。問題文では「バランサ、中性点、不平衡電流、電圧偏移」が手掛かりとなる。答案には「負荷平衡、100 V回路、電圧維持」を入れる。中性線断線保護装置そのものではない。出題例：R02 電力・管理 問4。	essay_power_110	""	""
配電線末端の分散型電源から逆潮流すると電圧が上昇する理由を説明せよ。	逆潮流時は有効・無効電力の向きが変わり、線路抵抗・リアクタンスによる電圧変化が通常負荷時と逆向きになる。そのため発電地点の電圧が変電所側より高くなる。	電力管理論説	太陽光連系時の電圧上昇を問う問題で使う。問題文では「逆潮流、線路抵抗、リアクタンス、末端電圧」が手掛かりとなる。答案には「電力方向、電圧上昇、配電線インピーダンス」を入れる。遅れ・進み無効電力の符号を定義して説明する。出題例：R03 電力・管理 問4、R06 電力・管理 問6。	essay_power_111	""	""
分散型電源による配電線電圧上昇の対策を三つ答えよ。	変電所の送出し電圧やタップを調整する、SVC等で無効電力を制御する、蓄電池充電又は発電出力抑制で逆潮流を減らす、の三つである。各地点の適正電圧範囲を維持する。	電力管理論説	逆潮流時の電圧対策を問う問題で使う。問題文では「送出し電圧、無効電力、蓄電池、出力抑制」が手掛かりとなる。答案には「タップ制御、調相設備、逆潮流低減」を入れる。力率を過度に遅らせると損失と設備容量が増える。出題例：R06 電力・管理 問6、R03 電力・管理 問4。	essay_power_112	""	""
異なる配電用変圧器間でループ投入すると横流が生じる理由を説明せよ。	両変圧器の二次電圧の大きさ又は位相に差があると、その差電圧がループインピーダンスへ印加される。負荷と無関係な循環電流である横流が流れ、設備過負荷や保護リレー動作を招く。	電力管理論説	配電線のループ切替を問う問題で使う。問題文では「差電圧、位相差、ループインピーダンス、横流」が手掛かりとなる。答案には「循環電流、過負荷、保護動作」を入れる。負荷電流と横流をベクトルで分けて扱う。出題例：R07 電力・管理 問4、R06 電力・管理 問4。	essay_power_113	""	""
配電線を無停電でループ切替する前に確認すべき事項を三つ答えよ。	両系統の電圧差と位相差が許容内であること、ループ投入時の横流と各設備電流が定格内であること、保護リレーの感度・時限協調が保たれることを確認する。	電力管理論説	ループ切替の実施条件を問う問題で使う。問題文では「電圧差、位相差、横流、保護協調」が手掛かりとなる。答案には「同期確認、設備容量、リレー整定」を入れる。開閉順序だけでなく投入中の一時ループ状態を評価する。出題例：R07 電力・管理 問4、R06 電力・管理 問4。	essay_power_114	""	""
太陽光発電連系系統のループ切替で横流が増える場合を説明せよ。	一方の配電線に大きな逆潮流があると、連系点電圧と位相が他方と異なる。ループ投入時に差電圧による横流へ既存潮流が重なり、線路・変圧器電流が増加するため、発電出力を含めて事前計算する。	電力管理論説	分散型電源を含む配電切替を問う問題で使う。問題文では「太陽光、逆潮流、連系点、横流」が手掛かりとなる。答案には「差電圧、既存潮流、事前計算」を入れる。負荷だけの潮流条件で判断しない。出題例：R07 電力・管理 問4。	essay_power_115	""	""
配電損失を低減する方法を三つ答えよ。	配電電圧を格上げして同じ電力に対する電流を減らす、進相コンデンサで力率を改善して無効電流を減らす、適切な線路増強・系統切替で電流分布を平準化する、の三つである。	電力管理論説	配電設備の効率改善を問う問題で使う。問題文では「電圧格上げ、力率改善、線路増強」が手掛かりとなる。答案には「電流低減、抵抗損、潮流平準化」を入れる。抵抗損は電流の二乗に比例することを理由に添える。出題例：R04 電力・管理 問6。	essay_power_116	""	""
配電電圧を格上げすると損失と送電容量が改善する理由を説明せよ。	同じ電力と力率なら電流は電圧に反比例するため、電圧格上げで電流と電圧降下が小さくなる。抵抗損は電流の二乗に比例して減少し、既設導体で供給できる電力が増える。	電力管理論説	配電系統増強の効果を問う問題で使う。問題文では「電圧格上げ、電流、電圧降下、抵抗損」が手掛かりとなる。答案には「損失低減、供給容量増加、絶縁強化」を入れる。機器の絶縁階級変更と改修費も必要になる。出題例：R04 電力・管理 問6。	essay_power_117	""	""
進相コンデンサによる力率改善の効果を三つ答えよ。	上位系統から流れる無効電流が減り、第一に線路・変圧器の電力損失が減少する。第二に電圧降下が減る。第三に設備の電流容量に余裕が生じ、供給可能な有効電力が増加する。	電力管理論説	力率改善の効果を問う問題で使う。問題文では「進相コンデンサ、無効電流、損失、電圧降下」が手掛かりとなる。答案には「設備容量、供給力、三つの効果」を入れる。過補償による進み力率と電圧上昇に注意する。出題例：R05 電力・管理 問4、R02 電力・管理 問6。	essay_power_118	""	""
高圧受電設備のPF・S形とCB形の違いを説明せよ。	PF・S形は高圧限流ヒューズと高圧交流負荷開閉器を組み合わせ、主に小容量設備で短絡保護をヒューズに担わせる。CB形は遮断器と保護リレーで故障電流を選択遮断し、大容量・多回路設備に適する。	電力管理論説	高圧受電設備方式の比較を問う問題で使う。問題文では「PF・S形、限流ヒューズ、負荷開閉器、CB形」が手掛かりとなる。答案には「遮断器、保護リレー、設備容量」を入れる。負荷開閉器だけで短絡電流を遮断しない。出題例：R04 電力・管理 問4。	essay_power_119	""	""
地絡継電器と地絡方向継電器の使い分けを説明せよ。	地絡継電器（GR）は零相電流の大きさで地絡を検出し、電源方向が一方向で分岐の少ない系統に用いる。地絡方向継電器（DGR）は零相電圧との位相関係で故障方向を判別し、逆潮流や多回線系統で選択性を確保する。	電力管理論説	高圧受電設備の地絡保護を問う問題で使う。問題文では「GR、DGR、零相電流、零相電圧」が手掛かりとなる。答案には「方向判別、選択保護、逆潮流」を入れる。DGRは電流値だけで方向を判定しない。出題例：R04 電力・管理 問4、R03 電力・管理 問4。	essay_power_120	""	""
過電流継電器と高圧交流遮断器による短絡保護を説明せよ。	過電流継電器（OCR）が変流器電流から過負荷又は短絡を検出し、設定電流と時限に従って遮断器へ引外し指令を出す。上位・下位保護との時限協調により事故区間を選択遮断する。	電力管理論説	高圧受電設備の過電流保護を問う問題で使う。問題文では「OCR、変流器、時限、遮断器」が手掛かりとなる。答案には「過負荷、短絡、選択協調」を入れる。瞬時要素と限時要素の役割を区別する。出題例：R04 電力・管理 問4。	essay_power_121	""	""
PASが高圧需要家の波及事故を防止する仕組みを説明せよ。	地絡又は短絡を区分開閉器側の継電器で検出し、需要家事故を配電線全体へ波及させないようPASを開放する。特に地絡時は零相電圧・電流を用い、電力会社側保護と時限協調して事故需要家を分離する。	電力管理論説	高圧引込口の保護を問う問題で使う。問題文では「PAS、区分開閉器、地絡、時限協調」が手掛かりとなる。答案には「事故需要家分離、波及事故防止、選択性」を入れる。無電圧時に開放する方式など機器の遮断能力を確認する。出題例：R04 電力・管理 問4。	essay_power_122	""	""
電力系統の中性点を接地する主な目的を三つ答えよ。	地絡時の健全相対地電圧上昇を抑制する、地絡電流を確保して保護リレーを確実に動作させる、異常電圧を抑えて機器の絶縁レベルを合理化する、の三つである。	電力管理論説	中性点接地方式の目的を問う問題で使う。問題文では「健全相電圧、地絡電流、保護リレー、絶縁」が手掛かりとなる。答案には「過電圧抑制、事故検出、絶縁合理化」を入れる。地絡電流を増やす利点と機器損傷を増す欠点を併記できる。出題例：R05 電力・管理 問5、H30 電力・管理 問6。	essay_power_123	""	""
非接地方式の長所と短所を説明せよ。	一線地絡電流が主に各相の対地静電容量電流となるため小さく、地絡を直ちに遮断せず運転継続しやすい。一方、健全相対地電圧が線間電圧まで上昇し、間欠地絡過電圧や地絡方向判別が問題となる。	電力管理論説	中性点接地方式の比較を問う問題で使う。問題文では「非接地、対地静電容量、健全相電圧」が手掛かりとなる。答案には「地絡電流小、運転継続、間欠地絡」を入れる。地絡電流が完全に零になるとは答えない。出題例：R05 電力・管理 問5、H30 電力・管理 問6。	essay_power_124	""	""
抵抗接地方式の長所と短所を説明せよ。	中性点抵抗で地絡電流を制限しつつ保護リレーが検出できる大きさを確保し、健全相電圧上昇と事故損傷を抑える。抵抗器の設備費と損失が生じ、地絡電流による通信誘導や接地電位上昇への対策が必要である。	電力管理論説	中性点抵抗接地を問う問題で使う。問題文では「中性点抵抗、地絡電流、健全相電圧」が手掛かりとなる。答案には「電流制限、保護検出、事故損傷」を入れる。高抵抗接地と低抵抗接地で地絡電流の設定目的が異なる。出題例：R05 電力・管理 問5、R07 電力・管理 問2。	essay_power_125	""	""
直接接地方式の長所と短所を説明せよ。	中性点を直接大地へ接続するため健全相対地電圧上昇が小さく、絶縁レベルを低減でき、地絡保護も確実に動作する。一方、地絡電流が大きく機器損傷、誘導障害及び接地電位上昇が増える。	電力管理論説	直接接地系の特徴を問う問題で使う。問題文では「直接接地、健全相電圧、地絡電流」が手掛かりとなる。答案には「絶縁低減、保護確実、事故損傷」を入れる。超高圧系統で用いる理由を過電圧抑制と結び付ける。出題例：R05 電力・管理 問5、H30 電力・管理 問6。	essay_power_126	""	""
消弧リアクトル接地方式の原理を説明せよ。	中性点へ接続したリアクトルの誘導性電流を、健全相の対地静電容量を流れる容量性地絡電流とほぼ共振させる。故障点の残留電流を小さくして地絡アークを自然消弧させる。	電力管理論説	ペテルゼンコイル接地を問う問題で使う。問題文では「消弧リアクトル、対地静電容量、共振、残留電流」が手掛かりとなる。答案には「容量性電流補償、アーク消弧、同調」を入れる。地絡電流を大きくしてリレーを動作させる方式ではない。出題例：H30 電力・管理 問6。	essay_power_127	""	""
零相電圧と零相電流を用いて地絡方向を判別する原理を説明せよ。	零相変圧器で零相電圧、零相変流器で零相電流を検出し、両者の位相関係から地絡電流が保護区間内向きか外向きかを判別する。多回線や分散型電源連系系統でも事故回線を選択できる。	電力管理論説	地絡方向継電器の原理を問う問題で使う。問題文では「零相電圧、零相電流、位相関係、方向判別」が手掛かりとなる。答案には「ZVT、ZCT、選択保護」を入れる。電流の大きさだけでは健全回線の容量性電流と区別しにくい。出題例：H28 電力・管理 問4、R03 電力・管理 問4。	essay_power_128	""	""
変電所接地網で歩幅電圧と接触電圧を抑える方法を説明せよ。	接地導体を網状に密に敷設し、接地網を広げて接地抵抗と地表電位傾度を小さくする。地表へ高抵抗の砕石を敷き、機器外箱と接地網を等電位ボンディングして人体電流を制限する。	電力管理論説	変電所接地設計を問う問題で使う。問題文では「歩幅電圧、接触電圧、接地網、砕石」が手掛かりとなる。答案には「電位傾度、等電位、人体安全」を入れる。接地抵抗値だけでなく地表電位分布を評価する。出題例：H28 電力・管理 問5。	essay_power_129	""	""
接地抵抗を低減する方法を三つ答えよ。	接地極の本数・長さ又は埋設面積を増やす、低抵抗率の深層又は湿潤土壌へ接地極を設ける、接地網や環状接地線で電流を広く分散する、の三つである。	電力管理論説	接地設備の設計を問う問題で使う。問題文では「接地極、土壌抵抗率、深埋設、接地網」が手掛かりとなる。答案には「電流分散、接地抵抗低減、並列効果」を入れる。接地極を近接し過ぎると相互干渉で低減効果が小さい。出題例：H28 電力・管理 問5。	essay_power_130	""	""
絶縁抵抗試験で分かる劣化と判定上の注意を説明せよ。	直流電圧を印加して漏れ電流から絶縁抵抗を求め、吸湿、汚損、著しい絶縁低下を把握する。温度・湿度の影響が大きいため補正し、単回値ではなく同一条件での経年傾向を評価する。	電力管理論説	絶縁劣化診断法を問う問題で使う。問題文では「直流電圧、漏れ電流、吸湿、温度補正」が手掛かりとなる。答案には「絶縁抵抗、傾向管理、汚損」を入れる。局部欠陥の位置や初期部分放電を直接示す試験ではない。出題例：R07 電力・管理 問5。	essay_power_131	""	""
誘電正接試験で絶縁劣化を診断する原理を説明せよ。	交流課電時の容量電流に対する損失電流の比である誘電正接を測定する。吸湿、汚損、熱劣化等で誘電損失が増えると値が大きくなるため、電圧特性と経年変化から絶縁全体の劣化を判定する。	電力管理論説	絶縁診断の誘電特性を問う問題で使う。問題文では「誘電正接、容量電流、損失電流、誘電損失」が手掛かりとなる。答案には「交流課電、電圧特性、経年変化」を入れる。絶縁抵抗試験は直流漏れ電流を測る点が異なる。出題例：R07 電力・管理 問1、R07 電力・管理 問5。	essay_power_132	""	""
直流吸収試験と成極指数による絶縁診断を説明せよ。	直流課電後の吸収電流の時間減衰を測り、一定時間後の絶縁抵抗比から成極指数を求める。乾燥した健全絶縁では分極が進み抵抗が増えるが、吸湿・汚損時は比が小さくなる。	電力管理論説	回転機巻線等の吸湿診断を問う問題で使う。問題文では「直流吸収、成極指数、分極、吸湿」が手掛かりとなる。答案には「時間特性、絶縁抵抗比、乾燥状態」を入れる。測定時間の定義と温度条件をそろえる。出題例：R07 電力・管理 問1、R07 電力・管理 問5。	essay_power_133	""	""
部分放電試験で絶縁欠陥を検出する原理を説明せよ。	交流電圧を印加し、ボイドや界面など局部だけで生じる微小放電の電荷量、発生位相及び発生頻度を測定する。放電開始電圧とパターンの経年変化から欠陥の種類と進展を診断する。	電力管理論説	高電圧機器の局部欠陥診断を問う問題で使う。問題文では「部分放電、ボイド、放電電荷、発生位相」が手掛かりとなる。答案には「開始電圧、パターン、局部欠陥」を入れる。外来雑音を分離し、絶縁全体の破壊と混同しない。出題例：R07 電力・管理 問1、R07 電力・管理 問5。	essay_power_134	""	""
需要率・不等率・負荷率の意味をそれぞれ説明せよ。	需要率は最大需要電力を設備容量で除した値、不等率は各需要家最大需要の合計を合成最大需要で除した値、負荷率は平均需要電力を最大需要電力で除した値である。設備容量と需給計画の評価に用いる。	電力管理論説	需要特性の指標を問う問題で使う。問題文では「需要率、不等率、負荷率、最大需要」が手掛かりとなる。答案には「設備容量、合成最大需要、平均需要」を入れる。分母と分子を取り違えず、不等率は通常一以上となる。出題例：R04 電力・管理 問6、H27 電力・管理 問5。	essay_power_135	""	""
供給予備力を確保する目的を説明せよ。	需要予測誤差、発電機・送電設備の事故停止及び再エネ出力変動が生じても需給を一致させるため、最大需要を上回る供給力を確保する。瞬動・運転・待機など起動時間の異なる予備力を組み合わせる。	電力管理論説	需給計画の信頼度を問う問題で使う。問題文では「供給予備力、需要予測誤差、事故停止、起動時間」が手掛かりとなる。答案には「需給一致、供給信頼度、予備力区分」を入れる。設備率と実際に応動可能な予備力を混同しない。出題例：R07 電力・管理 問6。	essay_power_136	""	""
デマンドレスポンスの目的を説明せよ。	電力価格又は事業者からの要請に応じて需要家が需要量・時間帯を変化させ、需給ひっ迫の緩和、再エネ余剰の吸収及び系統運用費の低減に活用する。需要を固定せず調整資源として扱う仕組みである。	電力管理論説	需要側資源の活用を問う問題で使う。問題文では「デマンドレスポンス、需要変化、需給ひっ迫」が手掛かりとなる。答案には「調整力、ピーク抑制、余剰吸収」を入れる。省エネルギーだけでなく需要時刻の移行も含む。出題例：R07 電力・管理 問6。	essay_power_137	""	""
下げDRと上げDRの違いを説明せよ。	下げデマンドレスポンス（下げDR）は需給ひっ迫時等に需要を減らし、上げDRは再エネ余剰時等に需要を増やす。蓄電池、蓄熱、電気自動車や生産工程の時間移行を使い、双方向に需給を調整する。	電力管理論説	デマンドレスポンスの区分を問う問題で使う。問題文では「下げDR、上げDR、需給ひっ迫、再エネ余剰」が手掛かりとなる。答案には「需要削減、需要創出、時間移行」を入れる。上げDRは発電量を増やす指令ではない。出題例：R07 電力・管理 問6。	essay_power_138	""	""
アグリゲーターの役割を説明せよ。	多数の需要家の蓄電池、発電設備及び制御可能負荷を束ね、需要予測・遠隔制御して一つの調整力として市場や系統運用者へ提供する。個々では小さい分散資源の信頼性と取引可能量を高める。	電力管理論説	分散資源の需給活用を問う問題で使う。問題文では「アグリゲーター、分散資源、遠隔制御、調整力」が手掛かりとなる。答案には「需要予測、資源集約、市場取引」を入れる。単なる小売電気事業者とは役割が一致しない。出題例：R07 電力・管理 問6。	essay_power_139	""	""
経済負荷配分の基本条件を説明せよ。	送電損失を無視する場合、運転中の各発電機の増分燃料費を等しくし、出力合計を需要に一致させる。各機の上下限制約と運転条件を満たしつつ総燃料費を最小化する。	電力管理論説	発電機出力の経済運用を問う問題で使う。問題文では「増分燃料費、総需要、上下限制約」が手掛かりとなる。答案には「等増分燃料費、総費用最小、需給一致」を入れる。平均燃料費を等しくするのではない。出題例：R07 電力・管理 問6。	essay_power_140	""	""
時間基準保全と状態基準保全を比較せよ。	時間基準保全は運転時間又は暦時間で周期的に点検・交換し、管理しやすいが過剰保全になり得る。状態基準保全は診断データで劣化を把握して実施時期を決め、停止と費用を減らせるが監視・判定技術が必要である。	電力管理論説	保全方式の比較を問う問題で使う。問題文では「時間基準保全、状態基準保全、周期、診断」が手掛かりとなる。答案には「過剰保全、劣化監視、保全時期」を入れる。故障後に修理する事後保全とは区別する。出題例：H26 電力・管理 問6、H29 電力・管理 問6。	essay_power_141	""	""
予防保全と事後保全の使い分けを説明せよ。	故障影響が大きい重要設備は、点検・診断と計画交換を行う予防保全を適用する。故障影響が小さく代替が容易で、予防費が故障損失を上回る設備は事後保全を選択し、信頼度と費用を最適化する。	電力管理論説	保全方針の選定を問う問題で使う。問題文では「予防保全、事後保全、故障影響、代替」が手掛かりとなる。答案には「重要度、信頼度、ライフサイクル費用」を入れる。事後保全を無計画な放置と表現しない。出題例：H26 電力・管理 問6。	essay_power_142	""	""
普通点検と精密点検の違いを説明せよ。	普通点検は運転中又は短時間停止で外観、異音、温度、圧力等を確認し、異常兆候を早期発見する。精密点検は計画停止して分解、測定及び機能試験を行い、内部劣化と性能を詳細に確認する。	電力管理論説	変電所の定期点検を問う問題で使う。問題文では「普通点検、精密点検、外観、分解」が手掛かりとなる。答案には「異常兆候、機能試験、計画停止」を入れる。点検周期ではなく内容と停止範囲で区別する。出題例：H29 電力・管理 問6。	essay_power_143	""	""
劣化診断結果を設備保全計画へ反映する手順を説明せよ。	診断値を基準値・過去傾向・同型機と比較し、劣化原因、進展速度及び故障影響を評価する。運転継続、監視強化、補修又は更新の優先度と時期を決め、実施後のデータを次回診断へ反映する。	電力管理論説	状態基準保全の実務を問う問題で使う。問題文では「診断値、傾向、進展速度、故障影響」が手掛かりとなる。答案には「優先度、補修、更新、フィードバック」を入れる。単一測定値だけで停止・更新を決めない。出題例：R07 電力・管理 問1、H28 電力・管理 問2、H26 電力・管理 問6。	essay_power_144	""	""
同期発電機と同期電動機のエネルギー変換原理を説明せよ。	同期発電機は原動機で界磁磁極を回転させ、固定子巻線に同期周波数の交流起電力を誘導する。同期電動機は固定子回転磁界と回転子界磁が同期を保ち、両磁界の相互作用で電磁トルクを生じる。	機械制御論説	同期機の基本原理を問う問題で使う。問題文では「界磁、回転磁界、同期速度、電磁トルク」が手掛かりとなる。答案には「電磁誘導、磁極、同期運転」を入れる。誘導電動機のような滑りを必要としない。出題例：R06 機械・制御 問1、R07 機械・制御 問1。	essay_machine_001	""	""
同期機の電機子反作用を負荷力率との関係で説明せよ。	電機子電流が作る磁束が界磁磁束へ作用し、力率1では主に横軸作用、遅れ電流では減磁作用、進み電流では増磁作用を生じる。このため同じ端子電圧を保つのに必要な界磁電流が変化する。	機械制御論説	同期機の励磁特性を問う問題で使う。問題文では「電機子反作用、遅れ、進み、減磁、増磁」が手掛かりとなる。答案には「横軸作用、界磁電流、端子電圧」を入れる。発電機と電動機で電流・電圧フェーザの向きを確認する。出題例：R06 機械・制御 問1、H30 機械・制御 問2。	essay_machine_002	""	""
同期電動機を過励磁にすると進み電流を取る理由を説明せよ。	界磁電流を増して内部起電力を端子電圧より大きくすると、同期リアクタンスを介して系統へ無効電力を供給する向きの電機子電流が流れる。その結果、同期電動機は進み力率で運転する。	機械制御論説	同期電動機の力率調整を問う問題で使う。問題文では「過励磁、内部起電力、無効電力、進み電流」が手掛かりとなる。答案には「界磁電流、同期リアクタンス、力率改善」を入れる。有効電力は主に機械負荷と相差角で決まる。出題例：R07 機械・制御 問1。	essay_machine_003	""	""
同期電動機のV曲線を説明せよ。	一定の機械出力と端子電圧で界磁電流を変えると、電機子電流は不足励磁側の遅れ力率から力率1で最小となり、過励磁側の進み力率へ再び増加してV字形となる。力率調整範囲の把握に用いる。	機械制御論説	同期電動機の励磁特性を問う問題で使う。問題文では「V曲線、界磁電流、電機子電流、力率1」が手掛かりとなる。答案には「不足励磁、過励磁、最小電流」を入れる。横軸が界磁電流、縦軸が電機子電流である。出題例：R07 機械・制御 問1。	essay_machine_004	""	""
同期調相機が無効電力を調整する仕組みを説明せよ。	同期電動機をほぼ無負荷で運転し、過励磁で進み無効電力を供給、不足励磁で遅れ無効電力を吸収する。連続的な電圧調整に加え、回転慣性と短絡容量を系統へ与える。	機械制御論説	同期機の調相運転を問う問題で使う。問題文では「同期調相機、無負荷、過励磁、不足励磁」が手掛かりとなる。答案には「無効電力、電圧調整、慣性」を入れる。有効電力は損失分だけ系統から受け取る。出題例：R07 機械・制御 問1、R06 機械・制御 問1。	essay_machine_005	""	""
無負荷飽和曲線と三相短絡特性から同期リアクタンスを求める考え方を説明せよ。	同じ界磁電流に対する無負荷相電圧を三相短絡電流で除し、電機子抵抗を無視すれば同期リアクタンスを求められる。飽和値を使うか空隙線を使うかで値が異なるため、指定条件を確認する。	機械制御論説	同期機試験と等価定数を問う問題で使う。問題文では「無負荷飽和曲線、三相短絡特性、同一界磁電流」が手掛かりとなる。答案には「相電圧、短絡電流、同期リアクタンス」を入れる。線間電圧をそのまま相電圧として除さない。出題例：R06 機械・制御 問1、R04 機械・制御 問1。	essay_machine_006	""	""
同期機の短絡比が大きい場合の特徴を説明せよ。	短絡比が大きい機械は同期リアクタンスが小さく、電圧変動率が小さく安定度が高い。一方、必要な鉄・銅量と機械寸法が増え、製造費が高くなる傾向がある。	機械制御論説	同期機設計指標を問う問題で使う。問題文では「短絡比、同期リアクタンス、電圧変動率、安定度」が手掛かりとなる。答案には「リアクタンス小、機械大型、価格」を入れる。短絡電流自体が小さくなるとは限らない。出題例：R04 機械・制御 問1、R06 機械・制御 問1。	essay_machine_007	""	""
円筒形同期機の出力相差角特性と安定運転範囲を説明せよ。	電機子抵抗を無視すると電気出力は内部起電力、端子電圧及び相差角の正弦に比例し、同期リアクタンスに反比例する。相差角90度で最大となり、通常は同期外れの余裕を持ってそれより小さい範囲で運転する。	機械制御論説	同期機の出力限界を問う問題で使う。問題文では「出力相差角、内部起電力、同期リアクタンス、90度」が手掛かりとなる。答案には「最大出力、定態安定度、同期外れ」を入れる。電動機と発電機で相差角の符号を確認する。出題例：R05 機械・制御 問1、H27 機械・制御 問1。	essay_machine_008	""	""
突極形同期機の出力特性が円筒形と異なる理由を説明せよ。	直軸と横軸の磁気抵抗が異なり、直軸同期リアクタンスと横軸同期リアクタンスに差があるため、界磁による同期トルクに加えて二倍角のリラクタンストルクが生じる。円筒形では両リアクタンスがほぼ等しい。	機械制御論説	突極機の出力式の意味を問う問題で使う。問題文では「直軸、横軸、リラクタンストルク、二倍角」が手掛かりとなる。答案には「突極性、磁気抵抗差、出力項」を入れる。界磁電流が零でも生じ得るリラクタンストルクを区別する。出題例：R06 機械・制御 問1。	essay_machine_009	""	""
同期電動機を自己始動できない理由と代表的な始動方法を説明せよ。	停止中は回転磁界によるトルクの向きが半周期ごとに変わり、平均始動トルクが得られない。制動巻線で誘導電動機として加速する、始動用電動機を用いる、又は可変周波数電源で同期を保って加速する。	機械制御論説	同期電動機の始動を問う問題で使う。問題文では「平均始動トルク、制動巻線、始動用電動機、可変周波数」が手掛かりとなる。答案には「同期引入れ、回転磁界、加速」を入れる。直流界磁を強めるだけでは静止状態から始動できない。出題例：R07 機械・制御 問1。	essay_machine_010	""	""
同期発電機を系統へ並列投入する条件を四つ答えよ。	発電機と系統の電圧の大きさ、周波数、相順及び投入時の位相を一致させる。条件不一致で投入すると大きな横流、電磁トルク及び機械的衝撃が生じる。	機械制御論説	同期発電機の並行運転を問う問題で使う。問題文では「電圧、周波数、相順、位相」が手掛かりとなる。答案には「同期検定、横流、投入衝撃」を入れる。四条件を過不足なく答える。出題例：H30 機械・制御 問2、R05 機械・制御 問1。	essay_machine_011	""	""
